4645906|Rue du Docteur Jules Eyquem
4645918|Rue Charles Péguy
4645920|Route de Feydit
4645922|Route de Feydit
4646237|Rocade
4646297|Avenue Montaigne
4646298|Avenue Montaigne
4646325|Impasse Fernand Braudel
4646346|Rue Camille Jullian
4646384|Rue Charles Capsec
4646446|Rue Georges Braque
4646456|Rue Maurice Lestage
4646490|
4646557|Avenue Montaigne
4646574|
4646576|
4646585|
4646586|
4646587|
4646590|Rue Gabriel Garbay
4646591|Rue Henri Dunant
4646592|Rue Arthur Rimbaud
4646593|Rue Louis Blériot
4646595|
4646599|Avenue de Magudas
4646612|Avenue de Magudas
4646625|Avenue de Magudas
4646628|
4646630|Rue de la Morandière
4646699|
4646718|Rond-Point Marcel Dassault
4646747|Avenue Marcel Dassault
4646771|Rue de Beaudésert
4646780|Rue de Beaudésert
4646792|
4646822|Avenue du Président John Fitzgerald Kennedy
4646839|
4647161|
4647215|Avenue Gustave Eiffel
4647231|Avenue de la Grange Noire
4647316|
4650337|Rue de la Morandière
4650338|Rue de la Morandière
4650508|Rue de la Morandière
5116814|
5116815|
5116816|
5116817|
5116818|
5116820|
5116821|Bordeaux Centre
5116822|
5116827|
5116828|
5116895|Rue Louis Blériot
5117190|Quai des Salinières
5117191|Quai des Salinières
5117192|Quai Richelieu
5117193|Quai Richelieu
5117198|
5117199|Quai de Paludate
5117201|
5117202|
5117205|Quai Sainte-Croix
5117207|
5117210|
5117220|Boulevard Joliot-Curie
5117307|Boulevard Joliot-Curie
5117326|
5117329|
5117331|Quai Deschamps
5117334|Quai de la Souys
5117347|Pont Saint-Jean
5117348|Pont Saint-Jean
5117425|Rue Galin
5117428|Boulevard Joliot-Curie
5117429|Boulevard Joliot-Curie
5117430|Boulevard Joliot-Curie
5117431|
5117433|
5117435|
5117437|
5117438|
5117439|
5117440|
5117441|Rue Émile Combes
5117449|
5117450|
5117453|
5117455|
5117768|Place de Stalingrad
5117861|Quai Richelieu
5117862|Place Gambetta
5117864|Rue de La Boétie
5117867|Rue Castelmoron
5117872|Rue Bouffard
5117877|Rue des Bahutiers
5181895|Autoroute des Deux Mers
8150220|Rue Germain Pilon
8150261|Rue Jean Mermoz
8150270|
8508965|Rue des Trois Conils
8508966|Rue Porte Basse
8508967|Rue de Cheverus
8508974|
8508978|Rue des Ayres
8509015|Rue du Cancera
8509017|Rue Arnaud Miqueu
8509022|Rue des Trois Chandeliers
8509026|Rue Père Louis de Jabrun
8509030|Rue Vital Carles
8509033|Rue Beaubadat
8509035|Rue Poquelin Molière
8509044|Place du Palais
8509046|Rue des Argentiers
8509052|Rue de la Cour des Aides
8509065|Place Saint-Pierre
8509085|Rue des Remparts
8509092|Rue Charles Nancel Pénard
8509101|Rue Verteuil
8509106|Rue Villeneuve
8509108|Rue Gensonné
8509115|Rue Guérin
8509116|Rue Tustal
8509119|Rue Père Louis de Jabrun
8509135|Rue de Mérignac
8509145|Rue des Piliers de Tutelle
8509151|Rue Métivier
8509152|Rue des Lauriers
8509164|Rue Porte Dijeaux
8509165|Rue Courbin
8509166|Rue Entre Deux Murs
8509183|Rue Paul Painlevé
8509184|Galerie Bordelaise
15092641|Rue du Quatorze Juillet
15092644|Rue du Quatorze Juillet
15233361|Rue Ludovic Trarieux
15233500|Rue Henri Brisson
15233721|Rue du 4 Septembre
21022902|Allées de Chartres
21023526|
21053296|Place Paul Doumer
21053477|Rue d'Aviau
21054377|Rue David Johnston
21056399|
21057090|Rue du Jardin Public
21372529|Cours Tournon
21374467|Rue Boudet
21375189|
21375273|Allée de Munich
21375470|Place des Quinconces
21375767|Rue Henri Rödel
21376910|
22382296|Cours Évrard de Fayolle
22382299|
22382311|Avenue Émile Counord
22740636|
22750817|Rue Henri Fosse
22750826|Rue Charles Laterrade
22750828|Rue Carnot
22750829|Rue Danguilhem
22750831|Rue Anatole France
22750833|Rue Paul Commarieu
22750841|Rue François
22750844|Rue Raoul Voignier
22750866|Rue Eugène Olibet
22750868|Rue Alfred Molina
22750870|Rue Marcellin Berthelot
22750871|Rue Francis de Pressensé
22750873|Rue Jean Iriquin
22750877|Rue Émile Loubet
22750881|Place Aristide Briand
22750890|Rue Anatole France
22750892|Rue Danton
22750893|Rue Émile Zola
22750894|Rue Elisée Reclus
22750895|Rue Charles Floquet
22750901|Rue François Coppée
22750903|Rue Jean-Baptiste Pomiès
22750904|Rue Jean-Jacques Rousseau
22750905|Rue de Lorraine
22750906|Rue Léon Say
22750909|Rue de la Passerelle
22750910|Passage Sainte-Marie
22750912|Chemin des Anciens Talus
22750913|Rue Desplats
22750914|Rue de Coulmiers
22750915|Rue Edison
22750916|Rue de Bazeilles
22750917|Rue Redeuilh
22750922|Rue Pougnet
22750923|Cours du Maréchal Gallieni
22750944|Boulevard Jean-Jacques Bosc
22752187|
22752191|Avenue de la Gare
22752234|Cours Gambetta
22755484|Rue des Rosiers
22755493|Rue du Château
22755514|Allée des Pasteurines
22755519|Rue Rabot
22755539|Rue des Lilas
22755546|Rue des Lièges
22755557|Rue Jac Belaubre
22755613|Avenue des Chênes
22755639|Avenue des Azalées
22755662|Rue des Plantes
22755664|Allée de la Chênaie
22755685|Rue Virginia
22755706|Rue Blanche
22755710|Rue Capeyron
22779709|Avenue de la Libération
22779726|
22779727|
22779731|
22779734|
22779771|
22779774|
22779778|
22779779|
22779842|Avenue du Général de Gaulle
22779847|
22779850|
22779854|
22779857|Avenue de Terrefort
22779859|Rue de Fieuzal
22779861|
22779864|
22779868|
22779869|
22779875|
22779924|
22779962|
22779964|
22779975|
22779991|
22780060|
22780061|
22791979|Rue de la Branche
22792021|Avenue Victoria
22792025|Square Victoria
22792038|Rue Sainte-Élisabeth
22792042|Rue Périnot
22792046|Rue Armand Got
22792062|Rue Anatole France
22792119|Allée George Sand
22792122|Rue Gondalma
22792229|Allée des Frères Lumière
22792232|Rue Claire
22792237|Rue Stéhélin
22792246|Rue Gabriel Léglise
22792251|Rue Domion
22792265|Rue Bellus-Mareilhac
22792414|Avenue Charles de Gaulle
22793068|Rue Huguerie
22812691|
22812703|
22812716|
22812720|
22812830|Place Ravezies
22816274|
22816385|Rocade
22816581|
22816631|
22816659|
22816779|
22816782|
22817085|Avenue Marcel Dassault
22817090|
22817100|Avenue de la Libération
22898610|
22898683|
22898745|Avenue du Maréchal de Lattre de Tassigny
22898747|Avenue du Maréchal de Lattre de Tassigny
22922259|Rue du 8e Régiment d'Infanterie
22922263|Rue François Copée
22922275|Rue Jean Richepin
22922280|Rue Lagraveyre
22922301|Rue Stéhélin
22922302|Rue Stéhélin
22922446|Impasse Robert
22922454|Passage Leydet
22929129|Avenue Montesquieu
22929136|Rue Coli
22929139|Impasse Monstesquieu
22929150|Rue Bel Air
22929158|Rue des Arts
22929176|Avenue Léon Blum
22929186|Rue du Jard
22929189|Rue du Jard
22929191|Rue du Jard
22929347|Avenue Marcel Dassault
22929348|Avenue Marcel Dassault
22929364|Avenue du Président John Fitzgerald Kennedy
22929367|Avenue du Président John Fitzgerald Kennedy
22929381|Avenue René Cassin
22929382|Avenue René Cassin
22929386|Avenue de la Somme
22929388|
22929402|Avenue François Mitterrand
22929404|Avenue François Mitterrand
22929438|Avenue Pasteur
22929439|Avenue du Général Leclerc
22929440|Avenue Pasteur
22929454|Avenue de Canéjan
22929455|Avenue de Canéjan
22929470|Avenue de Saige
22929471|Avenue de Saige
22929477|
22929478|
22929484|
22929485|
22929494|Rue de Naudet
22929495|Rue Naudet
22929496|Rue de Naudet
22929525|Cours du Général de Gaulle
22929526|Cours du Général de Gaulle
22929548|Avenue de Thouars
22929560|
22929561|
22929585|
22929593|
22929595|
22929596|
22929613|
22929614|Avenue Georges Clemenceau
22929615|
22929647|Chemin du Pas de la Côte
22929648|Chemin du Pas de la Côte
22929650|Chemin du Pas de la Côte
22929660|
22929663|
22929668|
22929676|Bègles
22929680|
22929683|
22929723|
22929726|
22929736|
22929739|Chemin de Courrejean
22929742|Rue Louis Blériot
22929747|Chemin de Courrejean
22929748|Rue Denis Papin
22929752|
22929754|
22929773|Rue Louis Blériot
22929774|Rue Louis Blériot
22929775|Rue Louis Blériot
22929785|
22929794|Rocade
22929795|
22929812|
22929813|
22929814|
22937577|
22937585|
22937595|
22937596|
22937597|
22937655|
22937699|
22937708|Floirac-La Souys
22937716|
22937748|
